Augmentation Type,Original Sentence,Augmented Sentence
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel sword E1_Placeholder occupies the E2_Placeholder, and the pressure on the external volume of the bedroom remains stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_paceholder was satiated with E2_paceholder, and the pressure in most of the camera remained stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel E1_Placeholder is filled with E2_Placeholder and the pressure in the indoor books remains stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel sword E1_Placeholder is filled with E2_Placeholder and the pressure on the outer volume of the chamber remains firm.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless sword_steel <e1> reservoir </e1> was filled with E2_Placeholder and the pressure in the external volume of the Chamber must be observed constant.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless sword e1_paceholder is filled with <e2> N2 </e2>, and the pressure in the outer volume of the camera remained stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel E1_placeholder was filled with E2_placeholder and the pressure in the outer volume of the room was kept steadily.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel -steel <e1> container </e1> was filled with E2_Place -h, and the pressure in the external volume of the chamber was kept stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel E1_Placeholder was filled with <e2> compressed_nitrogen </e2> and the pressure in the external volume of the Chamber has been kept stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel sword E1_Placeholder is filled with E2_Placeholder, and the pressure on the outer volume of the chamber remains stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel_steel e1_placeHolder must be filled with E2_placeholder and the pressure is the underworld the external volume of the chamber must be stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_Placeholder is filled with E2_Placeholder, and the pressure of the outer volume of the chamber remains stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The cost of resistance to stainless steel E1_Place filled with <e2> gaseous_nitrogen </e2>, and the pressure in the outside book of the room was held stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","Steel <e1> tank </e1> Stainess_Steel was filled with <e2> N2 </e2>, and the pressure in the external volume of the chamber is constant."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_Placeholder is filled with E2_Placeholder, and the imperfection of the outer volume of the chamber remains regular."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel E1_placeholder form a satin with E2_placeholder and the pressure in the outer book of the room remains stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel is filled with E2_Placeholder, and the pressure in the external volume of the cost maintaining stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel <e1> reservoir </e1> was occupied with E2_Placeholder and the pressure in the most part of the room envelope maintained constant.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_Placeholder is filled with E2_Placeholder, and the pressure of the outer volume of the chamber remains stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_placeholder is the same as filling with E2_placeholder, and the pressure inch the outer volume of the room would remain regularly."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel E1_placeholder embodies filled with E2_placeholder and the pressure in the outer volume of the room was stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel was filled with E2_paceholder, and the pressure in the outer book of the camera constitutes regularly maintained."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel sword E1_placeholder was filled with E2_placeholder and the atmospheric_pressure in the outer volume of the room would remain stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_Placeholder is filled with E2_Placeholder, and the Indiana pressure stabilizes the external volume of the chamber."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The Staillo -Steel Steel E1_placeholder is filled with E2_placeholder and the pressure in the outer volume of the room is stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The owner of the stainless steel will be filled with <e2> liquid_nitrogen </e2>, and the imperativeness of the inch external mass of the camera is stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel_steel <e1> reservoir </e1> was occupied with E2_Placeholder and the thumb pressure The external volume of the Chamber can be observed constant.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel E1_Placeholder is Fill_Up with E2_Placeholder and the atmospheric pressure in the external volume of the Chamber has been maintained stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel <e1> reservoir </e1> was filled with E2_Placeholder and the pressure in the external volume of the room must be stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The Staille_steel Staal E1_placeholder is filled with E2_placeholder and the pressure in the outer volume of the Chamber was steadily observed.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless sword_steel e1_placeHolder is filled with E2_Placeholder and the pressure in the external volume of the Chamber has been observed firm.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_Placeholder is filled with E2_Placeholder, and the pressure of the outer volume of the chamber remains stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> cylinder </e1> was Fill_up with <e2> gaseous_nitrogen </e2>, and the pressure in the outside volume of the room was stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel -steel <e1> container </e1> is filled with E2_Placeholder, and the pressure in the external volume of the chamber was held back stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel E1_placeholder was filled with E2_placeholder and the pressure in the outer volume of the room was kept stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_paceholder was satiated with E2_paceholder, and the pressure in most of the camera remained stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_Placeholder Incarnate is full of e2_paceholder, and the pressure in the outer book of the camera remains stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","Dolder Sword_Steel E1_PLACE was filled with E2_PLACE HOLDER, and the pressure in the external volume of the chamber was solid."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel was filled with E2_paceholder, and the pressure in the outer volume of the bedroom remained stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel_steel e1_paceholder was filled with <e2> compressed_nitrogen </e2>, and the pressure in the outer volume of the camera remains firm."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless sword_steel <e1> reservoir </e1> was filled with E2_Placeholder and the pressure in the external volume of the Chamber must be kept firm.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel cost E1_Placeholder full of <e2> liquid_nitrogen </e2>, and the press in the outer volume of the camera camera remained stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The steelless_steel steel E1_placeholder was filled with E2_placeholder and the press in the outer book of the room would remain stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The steel holder in steel E1_PLEYLESS E1_PLACE was occupying with <e2> compressed_nitrogen </e2>, and the pressure in most of the room was maintained stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel -steel <e1> container </e1> was filled with E2_Place -h, and the pressure in the external volume of the chamber was kept stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless sword_steel <e1> reservoir </e1> was filled with E2_Placeholder and the pressure in the external volume of the Chamber must be observed constant.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel E1_Placeholder must be filled with E2_Placeholder and the pressure in the external volume of the Chamber has been kept stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel -e1_place helper was filled with E2_Place -h, and the pressure in the outer book of the chamber was kept stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> cylinder </e1> equal to a satiate with <e2> gaseous_nitrogen </e2>, and the pressure increases the outside volume of the room is stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The Doldon of stainless steel E1_PLACE was filled with E2_PLACE HOLDER, and the pressure in the external volume of the chamber was stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless sword_steel e1_placeHolder is filled with E2_Placeholder and the pressure in the external volume of the Chamber has been observed firm.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_Placeholder was filled with e2_paceholder, and the pressure inch remained stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> container </e1> was filled with resident E2_Place, and the pressure in the outside volume of the room was stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel -steel <e1> container </e1> was filled with E2_Place -h, and the pressure in the external volume of the chamber was kept stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","Steel <e1> container </e1> Staignes_steel will be filled with <e2> compressed_nitrogen </e2>, and the pressure in the external volume of the part was observed stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel <e1> container </e1> was filled with E2_Place holder and the pressure in the external volume of the part was held stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_Placeholder will be filled with E2_Placeholder, and the pressure in the outer volume of the camera remained firm."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The Staillze_Steel steel E1_placeholder is filled with E2_placeholder, and the pressure in the outer bulk of the room was kept stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The Staillo -Steel Steel E1_placeholder embodies with E2_placeholder, and the pressure in the outer volume of the bedroom is stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_Placeholder is filled with E2_Placeholder, and the pressure of the outer volume of the chamber remains stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_Placeholder was occupied with E2_Placeholder, and the pressure in the outer volume of the camera exists to observe stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel <e1> tank </e1> is Fill_Up with E2_Placeholder and the pressure in the external volume of the Chamber must be observed stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel sword E1_Placeholder is filled with E2_Placeholder, and the pressure on the outer volume of the chamber remains stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel <e1> container </e1> exists filled with E2_Placeholder and the pressure in the most part of the room has been kept stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The E1_paceholder StaESS_Steel steel was filled with E2_Placeholder, and the pressure in the external volume of the camera is constant."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The erroneous steel <e1> cylinder </e1> was filled with <e2> liquid_nitrogen </e2>, and the pressure on the outer volume of the chamber is constant."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel_steel <e1> tank </e1> must fill with E2_Placeholder and the pressure in the external volume of the Chamber must prevent constant.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_Placeholder will be filled with E2_Placeholder, and the press inch the external volume of the camera remained stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","Steel <e1> cylinder </e1> Stainess_Steel was filled with <e2> compressed_nitrogen </e2>, and the pressure in the external volume of chamber embodiment remained stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel E1_placeholder embodies filled with E2_placeholder and the press in the outer volume of the room was kept firm.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel -steel <e1> container </e1> is filled with E2_Place helper, and the pressure in the external volume of the chamber was constantly observed."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel -e1_place hero was filled with E2_Place helmets, and the pressure in the outer book of the chamber was constantly observed."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> tank </e1> is filled with <e2> N2 </e2>, and the pressure indium The external volume of the chamber was recorded."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_Placeholder is filled with E2_Placeholder, and the indoor volume of the press remains strong."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel -steel <e1> container </e1> is filled with E2_Placeholder, and the pressure in the external volume of the chamber was held back stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","Stainless steel E1_Placeholder occupies E2_Placeholder, and the indoor volume is equal."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_paceholder was satiated with E2_paceholder, and the pressure in most of the camera remained stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_paceholder was filled with E2_Placeholder, and the pressure in the outer book of the camera remained firm."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The holder of <e1> reservoir </e1> E1_Place in stainless steel is filled with E2_Place holder, and the atmospheric_pression in the outside volume of the room was kept stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel E1_Placeholder is filled with E2_Placeholder and the indoor volume is kept firm.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel -steel <e1> cylinder </e1> is filled with E2_Place helper, and the pressure in the majority of the chamber was stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The designated steel <e1> cylinder </e1> is embodied, filled with e2_PLACEHOLDER, and the pressure in the external book of the camera is stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_Placeholder is filled with E2_Placeholder, and the pressure composition of the outer volume of the chamber remains stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel sword E1_Plapale is filled with E2_Place helmets, and the pressure in the external volume of the chamber was fixed."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel E1_Placeholder is the same as filling with E2_Placeholder and the thumb pressure The external volume of the Chamber has been kept stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_paceholder was filled with E2_Placeholder, and the pressure in the outer book of the camera remained firm."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel sword E1_Placeholder is filled with E2_Placeholder, and the pressure on the outer volume of the chamber remains stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel E1_placeholder embodies filled with E2_placeholder and the press in the outer volume of the room was kept firm.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel E1_Placeholder is filled with E2_Placeholder and the pressure in the indoor books remains stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel E1_placeholder was filled with E2_placeholder and the pressure indium The outer volume of the room would be kept stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel -steel <e1> reservoir </e1> was filled with E2_Place held, and the pressure, the outer volume of the chamber, was stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_placeholder is filled with E2_placeholder, and the pressure in the outer volume of the room was stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The steel <e1> tank </e1> stainless_steel was filled with E2_Placeholder and the printing in the external volume of the camera remains stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The support of stainless steel E1_Placeholder must be filled with <e2> compressed_nitrogen </e2> and the pressure in the external volume of the room is maintained stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel E1_Placeholder must be filled with E2_Placeholder and the pressure in the external volume of the Chamber has been kept stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel Steel_steel E1_placeholder is filled with E2_placeholder and the pressure in the external volume of the camera was constant.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_Place holder corresponds to the E2_Place helper, and the pressure that is the outer volume of the chamber remains stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel E1_Placeholder was filled with <e2> compressed_nitrogen </e2> and the pressure in the external volume of the chamber envelope is maintained stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless sword E1_placeholder is filled with E2_placeholder and the pressure in the outer volume of the room is kept stable.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","Doldon from stainless steel E1_PLACE was filled with E2_PLACE HOLDER, and the imperative in the external volume of the camera remained stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_Placeholder constitutes meeting with E2_paceholder, and the pressure in most of the camera remained stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","Steel <e1> tank </e1> Stainess_Steel will be filled with <e2> liquid_nitrogen </e2>, and the pressure in the external volume of the chamber is stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> tank </e1> sat with <e2> compressed_nitrogen </e2>, and the press Indiana The outside volume of the room was constant stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless sword e1_paceholder was full of e2_paceholder, and the press in the outer volume of the camera constitutes stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The cost of stainless steel <e1> tank </e1> fills <e2> N2 </e2>, and the pressure of the Indian volume of the chamber remained solid."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The incarnation <e1> tank </e1> in stainless steel filled with <e2> gaseous_nitrogen </e2> and the pressure in the external volume of the Chamber was observed.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_paceholder was filled with E2_Placeholder, and the indium pressure of the external volume of the camera remained stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The filling of charger E1_Place in stainless steel with <e2> N2 </e2>, and the pressure indium The outside volume of the room was kept farm."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel <e1> reservoir </e1> was filled with E2_Placeholder and the pressure of the Indiana The external volume of the Chamber was kept constant.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_Placeholder will be filled with <e2> N2 </e2>, and the pressure in the outer volume of the chamber continues constant."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel E1_Placeholder equal full of E2_placeholders and the imperativity in the external volume of the bedroom must be observed constant.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless sword e1_paceholder is filled with <e2> N2 </e2>, and the pressure in the outer volume of the camera remained stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.",The stainless steel E1_placeholder was filled with E2_placeholder and the atmospheric_pressure in the outer volume of the room was kept firm.
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> container </e1> was filled with resident E2_Place, and the pressure in the outside volume of the room was stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel E1_Placeholder is equal to the E2_Placeholder, and the pressure of the outer volume of the chamber remains stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> container </e1> holder has been filled with E2_Place holder, and the pressure in the outside volume of the room is kept stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel cost E1_Placeholder full of <e2> liquid_nitrogen </e2>, and the press in the outer volume of the camera camera remained stable."
Back Translation,"The stainless-steel <e1>vessel</e1> was filled with <e2>nitrogen</e2>, and the pressure in the outer volume of the chamber was kept steady.","The stainless steel <e1> cylinder </e1> is filled with E2_Place high -quality, and the pressure Indiana is kept the outer volume of the chamber steadily."
